pine	spruce
comp65855_c0_seq1	comp42679_c0_seq1
comp6585_c0_seq1	comp8680_c0_seq1
comp12214_c0_seq1	comp16299_c0_seq1
comp658_c0_seq1	comp478_c0_seq1
comp6592_c0_seq1	comp5807_c0_seq1
comp12215_c0_seq1	comp7824_c0_seq1
comp6593_c0_seq1	comp10356_c0_seq1
comp6594_c0_seq1	comp8869_c0_seq1
comp6596_c0_seq1	comp9064_c0_seq1
comp65970_c0_seq1	comp24647_c0_seq1
comp6599_c0_seq1	comp9779_c0_seq1
comp659_c0_seq1	comp431_c0_seq1
comp65_c0_seq1	comp63_c0_seq1
comp6600_c0_seq1	comp4152_c2_seq1
comp66019_c0_seq1	comp129700_c0_seq1
comp6603_c0_seq1	comp6691_c2_seq1
comp6603_c1_seq1	comp6691_c0_seq1
comp6605_c0_seq1	comp15261_c0_seq1
comp6607_c0_seq1	comp10093_c0_seq1
comp6608_c0_seq1	comp3459_c0_seq1
comp6609_c1_seq1	comp6460_c0_seq1
comp6610_c0_seq1	comp7248_c0_seq1
comp6613_c0_seq1	comp8518_c0_seq1
comp6615_c0_seq1	comp5388_c0_seq1
comp6616_c0_seq1	comp9023_c0_seq1
comp6618_c5_seq1	comp12345_c1_seq1
comp6619_c0_seq1	comp7020_c0_seq1
comp661_c0_seq1	comp1199_c0_seq1
comp66205_c0_seq1	comp40192_c0_seq1
comp10211_c0_seq1	comp9806_c0_seq1
comp6620_c0_seq1	comp5820_c0_seq1
comp66211_c0_seq1	comp31553_c0_seq1
comp6621_c0_seq1	comp5236_c0_seq1
comp6622_c0_seq1	comp3299_c0_seq1
comp6624_c0_seq1	comp5800_c0_seq1
comp66257_c0_seq1	comp59499_c0_seq1
comp6625_c0_seq1	comp3656_c0_seq1
comp6627_c0_seq1	comp7159_c1_seq1
comp12219_c2_seq1	comp11604_c0_seq1
comp662_c0_seq1	comp2933_c0_seq1
comp6633_c0_seq1	comp5924_c0_seq1
comp6635_c0_seq1	comp98_c0_seq1
comp1221_c0_seq1	comp3231_c1_seq1
comp66372_c0_seq1	comp82039_c0_seq1
comp6638_c0_seq1	comp5365_c0_seq1
comp1221_c1_seq1	comp7769_c0_seq1
comp663_c1_seq1	comp2783_c0_seq1
comp6641_c0_seq1	comp4158_c0_seq1
comp66421_c0_seq1	comp16296_c0_seq1
comp6643_c0_seq1	comp8847_c0_seq1
comp6644_c0_seq1	comp9356_c0_seq1
comp6646_c0_seq1	comp7160_c0_seq1
comp6648_c0_seq1	comp8467_c0_seq1
comp12223_c0_seq1	comp12332_c0_seq1
comp664_c0_seq1	comp636_c0_seq1
comp66511_c0_seq1	comp21866_c0_seq1
comp6652_c0_seq1	comp5770_c0_seq1
comp66532_c0_seq1	comp35838_c0_seq1
comp6653_c0_seq1	comp5928_c0_seq1
comp6654_c0_seq1	comp4149_c0_seq1
comp6655_c0_seq1	comp1678_c1_seq1
comp6657_c0_seq1	comp6903_c0_seq1
comp66587_c0_seq1	comp63918_c0_seq1
comp6658_c0_seq1	comp5836_c0_seq1
comp6662_c0_seq1	comp10103_c0_seq1
comp6663_c0_seq1	comp86163_c0_seq1
comp6664_c0_seq1	comp6311_c0_seq1
comp12225_c0_seq1	comp9061_c0_seq1
comp6666_c0_seq1	comp9433_c0_seq1
comp666_c0_seq1	comp286_c0_seq1
comp6670_c0_seq1	comp6452_c0_seq1
comp12226_c0_seq1	comp12495_c0_seq1
comp6671_c0_seq1	comp6968_c0_seq1
comp6672_c0_seq1	comp5354_c0_seq1
comp6673_c0_seq1	comp6576_c0_seq1
comp66744_c0_seq1	comp58909_c0_seq1
comp6674_c0_seq1	comp1701_c2_seq1
comp6675_c0_seq1	comp5945_c0_seq1
comp66768_c0_seq1	comp32965_c0_seq1
comp12227_c0_seq1	comp13395_c0_seq1
comp6679_c0_seq1	comp11176_c0_seq1
comp6681_c0_seq1	comp6463_c0_seq1
comp66833_c0_seq1	comp6842_c0_seq1
comp6683_c0_seq1	comp10122_c0_seq1
comp66843_c0_seq1	comp7860_c0_seq1
comp6684_c0_seq1	comp5529_c0_seq1
comp6685_c0_seq1	comp4853_c0_seq1
comp66872_c0_seq1	comp49776_c0_seq1
comp6687_c0_seq1	comp6480_c0_seq1
comp66881_c0_seq1	comp70425_c0_seq1
comp66894_c0_seq1	comp86288_c0_seq1
comp6689_c0_seq1	comp5060_c0_seq1
comp668_c0_seq1	comp9303_c0_seq1
comp12229_c0_seq1	comp8888_c0_seq1
comp6691_c0_seq1	comp8177_c0_seq1
comp6694_c0_seq1	comp6130_c0_seq1
comp6695_c0_seq1	comp5622_c0_seq1
comp6696_c0_seq1	comp12434_c0_seq1
comp6696_c1_seq1	comp15020_c0_seq1
comp6697_c0_seq1	comp10826_c0_seq1
comp6698_c0_seq1	comp8134_c0_seq1
comp6699_c0_seq1	comp3944_c0_seq1
comp66_c0_seq1	comp9801_c0_seq1
comp66_c1_seq1	comp36_c0_seq1
comp67001_c0_seq1	comp21463_c0_seq1
comp6701_c0_seq1	comp9086_c1_seq1
comp67026_c0_seq1	comp91532_c0_seq1
comp6702_c0_seq1	comp7279_c0_seq1
comp12231_c0_seq1	comp11744_c0_seq1
comp6704_c1_seq1	comp5751_c0_seq1
comp6705_c0_seq1	comp5383_c0_seq1
comp6707_c0_seq1	comp5338_c0_seq1
comp6708_c0_seq1	comp2998_c0_seq1
comp67099_c0_seq1	comp55668_c0_seq1
comp12232_c0_seq1	comp11253_c0_seq1
comp670_c1_seq1	comp896_c0_seq1
comp670_c2_seq1	comp5479_c0_seq1
comp6712_c1_seq1	comp5919_c0_seq1
comp6713_c0_seq1	comp11741_c0_seq1
comp6715_c0_seq1	comp6915_c0_seq1
comp12235_c0_seq1	comp12162_c0_seq1
comp6716_c0_seq1	comp8276_c1_seq1
comp6718_c0_seq1	comp12881_c0_seq1
comp6720_c0_seq1	comp7453_c0_seq1
comp6721_c0_seq1	comp13518_c0_seq1
comp6722_c0_seq1	comp9455_c0_seq1
comp12236_c2_seq1	comp25803_c1_seq1
comp6724_c0_seq1	comp5258_c0_seq1
comp6725_c0_seq1	comp9824_c0_seq1
comp6727_c0_seq1	comp1227_c0_seq1
comp672_c0_seq1	comp428_c0_seq1
comp6731_c0_seq1	comp12360_c0_seq1
comp67320_c0_seq1	comp71528_c0_seq1
comp67326_c0_seq1	comp26758_c0_seq1
comp12237_c0_seq1	comp7008_c0_seq1
comp6733_c0_seq1	comp4920_c0_seq1
comp6734_c0_seq1	comp9233_c0_seq1
comp6735_c0_seq1	comp7805_c0_seq1
comp6737_c0_seq1	comp5802_c0_seq1
comp6738_c0_seq1	comp2708_c0_seq1
comp6739_c0_seq1	comp6423_c0_seq1
comp673_c0_seq1	comp1025_c0_seq1
comp6741_c0_seq1	comp5700_c0_seq1
comp6742_c0_seq1	comp5654_c0_seq1
comp6743_c0_seq1	comp7216_c0_seq1
comp67447_c0_seq1	comp15475_c0_seq1
comp6744_c0_seq1	comp9259_c0_seq1
comp6749_c0_seq1	comp8096_c0_seq1
comp1223_c0_seq1	comp2670_c0_seq1
comp674_c0_seq1	comp1171_c0_seq1
comp67500_c0_seq1	comp34946_c0_seq1
comp6750_c0_seq1	comp5725_c0_seq1
comp6751_c0_seq1	comp4728_c0_seq1
comp1223_c1_seq1	comp20185_c0_seq1
comp6753_c0_seq1	comp5780_c1_seq1
comp6754_c0_seq1	comp4343_c0_seq1
comp6756_c0_seq1	comp8612_c0_seq1
comp6758_c0_seq1	comp10888_c0_seq1
comp67599_c0_seq1	comp58023_c0_seq1
comp6759_c0_seq1	comp6129_c0_seq1
comp675_c0_seq1	comp284_c0_seq1
comp67602_c0_seq1	comp55937_c0_seq1
comp10215_c0_seq1	comp11415_c0_seq1
comp6761_c0_seq1	comp10833_c0_seq1
comp6762_c0_seq1	comp12134_c0_seq1
comp6763_c0_seq1	comp7842_c0_seq1
comp6764_c0_seq1	comp26696_c0_seq1
comp12242_c0_seq1	comp17256_c0_seq1
comp6766_c0_seq1	comp5761_c0_seq1
comp6767_c0_seq1	comp2914_c2_seq1
comp67693_c0_seq1	comp47142_c0_seq1
comp12243_c0_seq1	comp13047_c0_seq1
comp676_c0_seq1	comp1120_c0_seq1
comp6771_c0_seq1	comp3774_c0_seq1
comp67720_c0_seq1	comp109133_c0_seq1
comp6773_c0_seq1	comp7034_c1_seq1
comp12243_c1_seq1	comp44261_c0_seq1
comp6774_c0_seq1	comp9625_c0_seq1
comp6779_c0_seq1	comp6782_c1_seq1
comp677_c0_seq1	comp265_c1_seq1
comp6780_c0_seq1	comp5623_c0_seq1
comp6781_c0_seq1	comp13705_c0_seq1
comp6783_c0_seq1	comp9842_c0_seq1
comp67848_c0_seq1	comp1998_c3_seq1
comp67853_c0_seq1	comp65353_c0_seq1
comp6785_c0_seq1	comp5983_c1_seq1
comp6787_c0_seq1	comp4838_c0_seq1
comp6788_c0_seq1	comp7687_c0_seq1
comp6789_c0_seq1	comp5391_c0_seq1
comp6791_c0_seq1	comp6236_c0_seq1
comp6794_c0_seq1	comp6947_c0_seq1
comp6795_c0_seq1	comp5913_c0_seq1
comp6796_c0_seq1	comp5400_c0_seq1
comp6796_c2_seq1	comp23159_c0_seq1
comp6797_c0_seq1	comp11334_c0_seq1
comp6798_c0_seq1	comp7846_c0_seq1
comp67991_c0_seq1	comp46327_c0_seq1
comp67998_c0_seq1	comp71973_c0_seq1
comp12248_c0_seq1	comp9472_c0_seq1
comp6799_c0_seq1	comp5533_c0_seq1
comp679_c0_seq1	comp1083_c0_seq1
comp67_c0_seq1	comp40_c0_seq1
comp68018_c0_seq1	comp38047_c0_seq1
comp6801_c0_seq1	comp3884_c0_seq1
comp6802_c0_seq1	comp9403_c0_seq1
comp6803_c0_seq1	comp1716_c0_seq1
comp6804_c0_seq1	comp204_c0_seq1
comp6805_c0_seq1	comp3765_c0_seq1
comp68061_c0_seq1	comp63011_c0_seq1
comp68066_c0_seq1	comp28741_c0_seq1
comp6807_c0_seq1	comp8511_c0_seq1
comp6808_c0_seq1	comp10535_c0_seq1
comp68092_c0_seq1	comp22930_c0_seq1
comp68094_c0_seq1	comp6855_c0_seq1
comp680_c0_seq1	comp1994_c0_seq1
comp6813_c0_seq1	comp8754_c0_seq1
comp6814_c0_seq1	comp3792_c0_seq1
comp6815_c0_seq1	comp13731_c0_seq1
comp6817_c0_seq1	comp2932_c0_seq1
comp68185_c0_seq1	comp53611_c1_seq1
comp6819_c0_seq1	comp5025_c0_seq1
comp6824_c0_seq1	comp5844_c0_seq1
comp6826_c0_seq1	comp6586_c0_seq1
comp6826_c2_seq1	comp4932_c0_seq1
comp6828_c0_seq1	comp14392_c0_seq1
comp6829_c0_seq1	comp8367_c0_seq1
comp682_c0_seq1	comp1079_c0_seq1
comp6830_c0_seq1	comp7520_c0_seq1
comp6831_c0_seq1	comp3584_c0_seq1
comp12254_c0_seq1	comp6757_c0_seq1
comp6832_c0_seq1	comp4966_c0_seq1
comp6832_c1_seq1	comp110093_c0_seq1
comp6833_c0_seq1	comp7742_c0_seq1
comp68343_c0_seq1	comp93798_c0_seq1
comp68355_c0_seq1	comp1180_c0_seq1
comp6835_c0_seq1	comp6227_c0_seq1
comp6836_c0_seq1	comp7188_c0_seq1
comp68389_c0_seq1	comp68281_c0_seq1
comp6839_c0_seq1	comp9075_c0_seq1
comp683_c0_seq1	comp524_c0_seq1
comp6840_c0_seq1	comp3400_c0_seq1
comp12257_c0_seq1	comp13334_c0_seq1
comp6844_c1_seq1	comp6139_c0_seq1
comp6846_c0_seq1	comp2735_c0_seq1
comp12258_c0_seq1	comp12220_c0_seq1
comp684_c0_seq1	comp2786_c0_seq1
comp6850_c0_seq1	comp4366_c0_seq1
comp68519_c0_seq1	comp37269_c0_seq1
comp6851_c0_seq1	comp5067_c1_seq1
comp6852_c0_seq1	comp1915_c0_seq1
comp6854_c0_seq1	comp4605_c0_seq1
comp68553_c1_seq1	comp100752_c0_seq1
comp68559_c0_seq1	comp33574_c2_seq1
comp6855_c0_seq1	comp7613_c0_seq1
comp1225_c0_seq1	comp1791_c0_seq1
comp6857_c0_seq1	comp4427_c0_seq1
comp6858_c0_seq1	comp17218_c0_seq1
comp6860_c0_seq1	comp8730_c0_seq1
comp6861_c0_seq1	comp12895_c0_seq1
comp6861_c1_seq1	comp5824_c0_seq1
comp12260_c0_seq1	comp12218_c0_seq1
comp6862_c0_seq1	comp3059_c0_seq1
comp6865_c0_seq1	comp9707_c0_seq1
comp6866_c0_seq1	comp5032_c1_seq1
comp6867_c0_seq1	comp14900_c0_seq1
comp6868_c0_seq1	comp2527_c0_seq1
comp68693_c0_seq1	comp2878_c69_seq1
comp686_c0_seq1	comp2772_c0_seq1
comp12262_c0_seq1	comp15242_c0_seq1
comp68718_c0_seq1	comp32979_c0_seq1
comp6871_c0_seq1	comp72044_c0_seq1
comp6872_c0_seq1	comp5502_c0_seq1
comp6873_c0_seq1	comp11350_c0_seq1
comp68742_c0_seq1	comp40624_c0_seq1
comp6874_c0_seq1	comp11452_c0_seq1
comp12263_c0_seq1	comp7193_c0_seq1
comp6875_c48_seq1	comp55158_c0_seq1
comp6877_c0_seq1	comp1404_c0_seq1
comp12264_c0_seq1	comp15028_c0_seq1
comp6880_c0_seq1	comp6717_c0_seq1
comp6881_c0_seq1	comp10694_c0_seq1
comp6882_c0_seq1	comp3331_c0_seq1
comp12265_c0_seq1	comp8533_c0_seq1
comp6884_c0_seq1	comp5607_c0_seq1
comp6885_c0_seq1	comp4567_c0_seq1
comp6886_c0_seq1	comp5986_c0_seq1
comp6887_c0_seq1	comp6814_c0_seq1
comp68887_c0_seq1	comp5748_c0_seq1
comp6888_c0_seq1	comp7392_c0_seq1
comp12266_c0_seq1	comp14507_c0_seq1
comp6891_c0_seq1	comp17510_c0_seq1
comp6892_c0_seq1	comp6522_c0_seq1
comp6892_c1_seq1	comp53810_c0_seq1
comp6894_c0_seq1	comp10308_c0_seq1
comp6896_c0_seq1	comp7294_c1_seq1
comp6897_c0_seq1	comp8080_c0_seq1
comp689_c0_seq1	comp389_c0_seq1
comp6901_c1_seq1	comp7399_c1_seq1
comp6901_c4_seq1	comp17536_c1_seq1
comp12267_c0_seq1	comp10806_c0_seq1
comp6903_c0_seq1	comp7406_c0_seq1
comp6904_c0_seq1	comp11859_c0_seq1
comp10217_c0_seq1	comp11673_c0_seq1
comp6907_c0_seq1	comp6985_c0_seq1
comp69088_c0_seq1	comp123300_c0_seq1
comp6908_c0_seq1	comp8358_c0_seq1
comp690_c0_seq1	comp1307_c0_seq1
comp12268_c0_seq1	comp15313_c3_seq1
comp69126_c0_seq1	comp20734_c5_seq1
comp6912_c0_seq1	comp2765_c0_seq1
comp6916_c0_seq1	comp5352_c0_seq1
comp12269_c0_seq1	comp10055_c0_seq1
comp69206_c0_seq1	comp19235_c2_seq1
comp6920_c0_seq1	comp8298_c0_seq1
comp6922_c0_seq1	comp3841_c0_seq1
comp6923_c0_seq1	comp5341_c0_seq1
comp6924_c0_seq1	comp9821_c0_seq1
comp1226_c1_seq1	comp3770_c0_seq1
comp6926_c0_seq1	comp6332_c0_seq1
comp6927_c0_seq1	comp5736_c0_seq1
comp69295_c0_seq1	comp19076_c0_seq1
comp6929_c0_seq1	comp7739_c0_seq1
comp12270_c0_seq1	comp10417_c0_seq1
comp6930_c0_seq1	comp5081_c2_seq1
comp6931_c1_seq1	comp7959_c0_seq1
comp6932_c0_seq1	comp9392_c1_seq1
comp69337_c0_seq1	comp25739_c0_seq1
comp6933_c0_seq1	comp5882_c0_seq1
comp12271_c0_seq1	comp8815_c0_seq1
comp6936_c0_seq1	comp6473_c0_seq1
comp6937_c0_seq1	comp9444_c0_seq1
comp12273_c0_seq1	comp17056_c0_seq1
comp6939_c0_seq1	comp7360_c0_seq1
comp693_c0_seq1	comp1069_c0_seq1
comp12274_c1_seq1	comp11014_c0_seq1
comp6941_c4_seq1	comp24928_c0_seq1
comp6942_c0_seq1	comp6565_c0_seq1
comp69436_c0_seq1	comp38129_c1_seq1
comp69440_c0_seq1	comp34288_c0_seq1
comp12275_c1_seq1	comp13895_c0_seq1
comp6945_c0_seq1	comp7415_c0_seq1
comp6947_c0_seq1	comp7097_c0_seq1
comp12276_c0_seq1	comp17133_c0_seq1
comp6949_c0_seq1	comp9417_c0_seq1
comp6950_c0_seq1	comp8587_c0_seq1
comp6951_c2_seq1	comp5932_c0_seq1
comp69521_c0_seq1	comp59730_c0_seq1
comp6952_c0_seq1	comp7806_c0_seq1
comp6954_c0_seq1	comp5686_c0_seq1
comp6955_c0_seq1	comp8766_c0_seq1
comp6956_c0_seq1	comp8301_c0_seq1
comp6958_c0_seq1	comp9610_c0_seq1
comp12279_c0_seq1	comp11848_c0_seq1
comp695_c0_seq1	comp947_c1_seq1
comp69626_c0_seq1	comp58651_c0_seq1
comp6962_c0_seq1	comp9768_c0_seq1
comp6963_c0_seq1	comp1863_c0_seq1
comp6964_c0_seq1	comp11632_c0_seq1
comp69671_c0_seq1	comp68227_c0_seq1
comp6967_c0_seq1	comp10660_c1_seq1
comp6969_c0_seq1	comp4580_c0_seq1
comp696_c0_seq1	comp8720_c0_seq1
comp69701_c0_seq1	comp49391_c0_seq1
comp69707_c0_seq1	comp29228_c0_seq1
comp69727_c0_seq1	comp48628_c0_seq1
comp6973_c0_seq1	comp4470_c0_seq1
comp69740_c0_seq1	comp19429_c0_seq1
comp6975_c0_seq1	comp8209_c0_seq1
comp69770_c0_seq1	comp69758_c0_seq1
comp6977_c0_seq1	comp21376_c0_seq1
comp6978_c0_seq1	comp41810_c0_seq1
comp6979_c0_seq1	comp8866_c0_seq1
comp697_c1_seq1	comp6620_c0_seq1
comp6980_c0_seq1	comp7777_c0_seq1
comp12283_c0_seq1	comp12393_c0_seq1
comp69825_c0_seq1	comp45413_c0_seq1
comp6984_c0_seq1	comp13321_c0_seq1
comp69850_c0_seq1	comp33162_c0_seq1
comp12285_c0_seq1	comp7300_c1_seq1
comp6986_c1_seq1	comp6290_c0_seq1
comp6987_c0_seq1	comp6993_c0_seq1
comp6988_c0_seq1	comp7684_c3_seq1
comp69896_c0_seq1	comp86223_c0_seq1
comp6989_c0_seq1	comp9542_c0_seq1
comp10219_c0_seq1	comp8368_c0_seq1
comp698_c0_seq1	comp670_c0_seq1
comp6990_c0_seq1	comp12625_c0_seq1
comp69937_c0_seq1	comp35998_c0_seq1
comp6995_c0_seq1	comp6013_c1_seq1
comp6997_c0_seq1	comp8227_c0_seq1
comp6998_c0_seq1	comp8113_c0_seq1
comp6999_c0_seq1	comp8756_c0_seq1
comp12287_c1_seq1	comp19659_c0_seq1
comp699_c1_seq1	comp535_c0_seq1
comp69_c0_seq1	comp18348_c0_seq1
comp6_c1_seq1	comp10_c2_seq1
comp6_c4_seq1	comp1469_c0_seq1
comp70015_c0_seq1	comp46735_c0_seq1
comp12288_c0_seq1	comp8014_c0_seq1
comp70039_c0_seq1	comp56172_c0_seq1
comp7004_c0_seq1	comp8748_c0_seq1
comp1228_c0_seq1	comp2190_c0_seq1
comp7006_c0_seq1	comp14570_c0_seq1
comp7007_c0_seq1	comp14158_c0_seq1
comp7008_c0_seq1	comp11850_c2_seq1
comp12291_c0_seq1	comp12559_c0_seq1
comp7009_c0_seq1	comp26755_c1_seq1
comp7009_c1_seq1	comp4713_c0_seq1
comp7010_c0_seq1	comp8973_c0_seq1
comp7011_c0_seq1	comp7214_c0_seq1
comp7012_c1_seq1	comp6224_c0_seq1
comp7013_c0_seq1	comp7221_c0_seq1
comp7014_c0_seq1	comp5934_c0_seq1
comp7015_c2_seq1	comp8269_c0_seq1
comp7015_c3_seq1	comp47649_c0_seq1
comp7017_c0_seq1	comp4100_c0_seq1
comp7019_c0_seq1	comp9461_c1_seq1
comp701_c0_seq1	comp678_c0_seq1
comp12295_c0_seq1	comp10400_c0_seq1
comp70207_c0_seq1	comp50502_c0_seq1
comp7021_c0_seq1	comp2662_c0_seq1
comp7024_c0_seq1	comp4250_c0_seq1
comp7025_c0_seq1	comp10411_c1_seq1
comp7026_c0_seq1	comp7078_c0_seq1
comp7027_c1_seq1	comp11726_c0_seq1
comp70286_c0_seq1	comp90179_c0_seq1
comp7028_c0_seq1	comp8351_c0_seq1
comp7029_c0_seq1	comp4302_c0_seq1
comp1021_c0_seq1	comp1122_c0_seq1
comp702_c0_seq1	comp796_c0_seq1
comp7031_c0_seq1	comp4800_c0_seq1
comp7032_c0_seq1	comp6571_c0_seq1
comp7033_c0_seq1	comp6279_c0_seq1
comp7034_c0_seq1	comp11488_c0_seq1
comp7035_c0_seq1	comp5099_c1_seq1
comp70364_c0_seq1	comp51142_c0_seq1
comp70370_c0_seq1	comp94621_c0_seq1
comp7037_c0_seq1	comp7946_c0_seq1
comp7038_c0_seq1	comp6886_c0_seq1
comp7039_c0_seq1	comp7714_c0_seq1
comp703_c0_seq1	comp525_c0_seq1
comp70404_c0_seq1	comp86273_c0_seq1
comp7041_c0_seq1	comp11941_c0_seq1
comp7043_c0_seq1	comp7966_c0_seq1
comp7045_c0_seq1	comp11664_c0_seq1
comp122_c0_seq1	comp135_c0_seq1
comp7046_c0_seq1	comp4316_c0_seq1
comp7049_c0_seq1	comp19370_c1_seq1
comp704_c10_seq1	comp1317_c0_seq1
comp7050_c0_seq1	comp5500_c0_seq1
comp7051_c0_seq1	comp9273_c0_seq1
comp12301_c0_seq1	comp13456_c0_seq1
comp7052_c0_seq1	comp9005_c0_seq1
comp7053_c0_seq1	comp7356_c0_seq1
comp7054_c0_seq1	comp9161_c2_seq1
comp7055_c0_seq1	comp5920_c0_seq1
comp7056_c0_seq1	comp11493_c0_seq1
comp7057_c0_seq1	comp7363_c0_seq1
comp7058_c0_seq1	comp5773_c0_seq1
comp7059_c0_seq1	comp10704_c0_seq1
comp705_c5_seq1	comp261_c1_seq1
comp7060_c0_seq1	comp7588_c1_seq1
comp7061_c0_seq1	comp25249_c0_seq1
comp7062_c2_seq1	comp11969_c0_seq1
comp7063_c0_seq1	comp3964_c0_seq1
comp7064_c0_seq1	comp8385_c0_seq1
comp7065_c0_seq1	comp4357_c1_seq1
comp7068_c0_seq1	comp4754_c0_seq1
comp7070_c0_seq1	comp7155_c1_seq1
comp7072_c0_seq1	comp7910_c0_seq1
comp7073_c0_seq1	comp8916_c0_seq1
comp10220_c0_seq1	comp5420_c0_seq1
comp7074_c0_seq1	comp7564_c0_seq1
comp7076_c0_seq1	comp14360_c0_seq1
comp7077_c0_seq1	comp4831_c0_seq1
comp7081_c0_seq1	comp9996_c0_seq1
comp70838_c0_seq1	comp62442_c0_seq1
comp7084_c0_seq1	comp14448_c0_seq1
comp7085_c0_seq1	comp7530_c1_seq1
comp7086_c0_seq1	comp7756_c0_seq1
comp12310_c0_seq1	comp10298_c0_seq1
comp7087_c0_seq1	comp7894_c0_seq1
comp7088_c0_seq1	comp4726_c1_seq1
comp70897_c0_seq1	comp24349_c2_seq1
comp7089_c0_seq1	comp8705_c0_seq1
comp708_c0_seq1	comp1047_c0_seq1
comp7091_c0_seq1	comp5840_c0_seq1
comp7092_c0_seq1	comp15690_c0_seq1
comp7094_c0_seq1	comp7010_c0_seq1
comp7095_c0_seq1	comp6769_c0_seq1
comp7096_c1_seq1	comp5349_c0_seq1
comp7097_c0_seq1	comp9154_c1_seq1
comp12312_c0_seq1	comp11729_c0_seq1
comp7098_c0_seq1	comp8294_c0_seq1
comp7099_c0_seq1	comp3475_c0_seq1
comp709_c0_seq1	comp41123_c0_seq1
comp7100_c0_seq1	comp6283_c0_seq1
comp7101_c1_seq1	comp11656_c2_seq1
comp12313_c0_seq1	comp17234_c0_seq1
comp7103_c0_seq1	comp14285_c0_seq1
comp71044_c0_seq1	comp39401_c0_seq1
comp7104_c0_seq1	comp13583_c0_seq1
comp7105_c0_seq1	comp3585_c0_seq1
comp123141_c0_seq1	comp132142_c0_seq1
comp7106_c0_seq1	comp4429_c0_seq1
comp71074_c0_seq1	comp64077_c0_seq1
comp7108_c0_seq1	comp5434_c0_seq1
comp710_c0_seq1	comp1116_c0_seq1
comp7110_c1_seq1	comp5656_c0_seq1
comp7111_c1_seq1	comp7019_c0_seq1
comp7113_c0_seq1	comp12786_c0_seq1
comp7114_c0_seq1	comp10361_c0_seq1
comp7116_c0_seq1	comp11942_c0_seq1
comp7118_c0_seq1	comp4947_c0_seq1
comp7119_c0_seq1	comp5798_c0_seq1
comp7120_c2_seq1	comp3590_c0_seq1
comp12318_c0_seq1	comp7436_c0_seq1
comp7121_c0_seq1	comp7280_c0_seq1
comp7122_c0_seq1	comp8809_c0_seq1
comp7123_c1_seq1	comp3105_c2_seq1
comp7124_c0_seq1	comp4443_c0_seq1
comp7126_c0_seq1	comp6759_c0_seq1
comp7127_c0_seq1	comp6598_c0_seq1
comp7129_c0_seq1	comp8860_c0_seq1
comp712_c0_seq1	comp219_c0_seq1
comp7130_c3_seq1	comp19516_c0_seq1
comp1231_c0_seq1	comp1596_c1_seq1
comp7132_c0_seq1	comp8090_c0_seq1
comp7133_c0_seq1	comp6361_c1_seq1
comp7134_c0_seq1	comp4919_c0_seq1
comp7135_c0_seq1	comp5828_c0_seq1
comp7139_c0_seq1	comp3738_c0_seq1
comp1231_c1_seq1	comp6649_c0_seq1
comp7141_c0_seq1	comp10108_c0_seq1
comp7142_c0_seq1	comp25936_c0_seq1
comp7143_c0_seq1	comp9147_c0_seq1
comp7144_c0_seq1	comp4657_c1_seq1
comp7148_c0_seq1	comp12796_c0_seq1
comp714_c0_seq1	comp1162_c0_seq1
comp7153_c0_seq1	comp6474_c0_seq1
comp7154_c0_seq1	comp11015_c0_seq1
comp71553_c0_seq1	comp71560_c0_seq1
comp12321_c0_seq1	comp10251_c0_seq1
comp7156_c0_seq1	comp11855_c0_seq1
comp7157_c0_seq1	comp7835_c0_seq1
comp7158_c0_seq1	comp10506_c0_seq1
comp7159_c0_seq1	comp7834_c0_seq1
comp12322_c0_seq1	comp10118_c0_seq1
comp7161_c0_seq1	comp9588_c0_seq1
comp7162_c0_seq1	comp12843_c0_seq1
comp71634_c0_seq1	comp36361_c0_seq1
comp7164_c2_seq1	comp7707_c2_seq1
comp7165_c0_seq1	comp14949_c0_seq1
comp7166_c0_seq1	comp5604_c0_seq1
comp71675_c0_seq1	comp8946_c2_seq1
comp7167_c1_seq1	comp3827_c9_seq1
comp12324_c0_seq1	comp15531_c0_seq1
comp71683_c0_seq1	comp40144_c0_seq1
comp7168_c1_seq1	comp3936_c0_seq1
comp71691_c0_seq1	comp26629_c0_seq1
comp7169_c0_seq1	comp5999_c0_seq1
comp716_c0_seq1	comp822_c0_seq1
comp71707_c0_seq1	comp87992_c0_seq1
comp7170_c0_seq1	comp10480_c0_seq1
comp10018_c0_seq1	comp9546_c0_seq1
comp10222_c0_seq1	comp9332_c0_seq1
comp7171_c0_seq1	comp6078_c0_seq1
comp7173_c0_seq1	comp4568_c0_seq1
comp7174_c0_seq1	comp3813_c0_seq1
comp71758_c0_seq1	comp58362_c0_seq1
comp7175_c0_seq1	comp5487_c0_seq1
comp7176_c0_seq1	comp15132_c1_seq1
comp12326_c0_seq1	comp12354_c0_seq1
comp7178_c1_seq1	comp7700_c0_seq1
comp7179_c0_seq1	comp21870_c0_seq1
comp717_c0_seq1	comp1043_c0_seq1
comp71802_c0_seq1	comp25030_c0_seq1
comp12327_c0_seq1	comp29206_c0_seq1
comp71818_c0_seq1	comp9063_c1_seq1
comp7181_c0_seq1	comp7121_c0_seq1
comp71825_c0_seq1	comp113691_c0_seq1
comp7182_c0_seq1	comp5484_c0_seq1
comp7183_c0_seq1	comp9498_c0_seq1
comp71845_c0_seq1	comp16021_c1_seq1
comp12328_c0_seq1	comp15924_c0_seq1
comp7185_c0_seq1	comp10095_c0_seq1
